country,cy,facility_id,admin1,admin1_name,ruralurban,publicprivate,gps_lat,gps_lon,map_id,admin2,admin3,admin2_name,admin3_name,admin4_name
KENYA,KEN_2018,1920,1,Mombasa,Urban,"Private, for profit",-4.03139,39.68368,KEN_2018_1920,,,,,
KENYA,KEN_2018,1921,1,Mombasa,Urban,"Private, for profit",-3.9641,39.71741,KEN_2018_1921,,,,,
KENYA,KEN_2018,1922,1,Mombasa,Urban,"Private, for profit",-4.07523,39.64022,KEN_2018_1922,,,,,
KENYA,KEN_2018,1923,1,Mombasa,Urban,"Private, for profit",-4.08589,39.6628,KEN_2018_1923,,,,,
KENYA,KEN_2018,1924,1,Mombasa,Urban,"Private, for profit",-4.04415,39.66301,KEN_2018_1924,,,,,
KENYA,KEN_2018,1925,1,Mombasa,Urban,"Private, for profit",-4.00945,39.7032,KEN_2018_1925,,,,,
KENYA,KEN_2018,1926,1,Mombasa,Urban,"Private, for profit",-4.02569,39.69818,KEN_2018_1926,,,,,
KENYA,KEN_2018,1927,1,Mombasa,Urban,"Private, for profit",-4.04931,39.66338,KEN_2018_1927,,,,,
KENYA,KEN_2018,1928,1,Mombasa,Urban,"Private, for profit",-4.0501,39.6597,KEN_2018_1928,,,,,
KENYA,KEN_2018,1929,1,Mombasa,Urban,"Private, for profit",-4.02285,39.70526,KEN_2018_1929,,,,,
KENYA,KEN_2018,193,39,Bungoma,Rural,"Private, for profit",0.7227,34.75955,KEN_2018_193,,,,,
KENYA,KEN_2018,1930,1,Mombasa,Urban,"Private, for profit",-4.04376,39.68233,KEN_2018_1930,,,,,
KENYA,KEN_2018,1931,1,Mombasa,Urban,"Private, for profit",-4.03195,39.71187,KEN_2018_1931,,,,,
KENYA,KEN_2018,1932,1,Mombasa,Urban,"Private, for profit",-4.08748,39.66223,KEN_2018_1932,,,,,
KENYA,KEN_2018,1933,1,Mombasa,Urban,"Private, for profit",-4.05301,39.66836,KEN_2018_1933,,,,,
KENYA,KEN_2018,1934,1,Mombasa,Urban,"Private, for profit",-4.00137,39.68543,KEN_2018_1934,,,,,
KENYA,KEN_2018,1935,1,Mombasa,Urban,"Private, for profit",-4.09575,39.63613,KEN_2018_1935,,,,,
KENYA,KEN_2018,1936,1,Mombasa,Urban,"Private, for profit",-4.08504,39.65441,KEN_2018_1936,,,,,
KENYA,KEN_2018,1937,1,Mombasa,Urban,"Private, for profit",-4.10273,39.64256,KEN_2018_1937,,,,,
KENYA,KEN_2018,1938,1,Mombasa,Urban,"Private, for profit",-4.05598,39.66623,KEN_2018_1938,,,,,
KENYA,KEN_2018,1939,1,Mombasa,Urban,"Private, for profit",-4.00459,39.71159,KEN_2018_1939,,,,,
KENYA,KEN_2018,194,39,Bungoma,Rural,"Private, for profit",0.71396,34.65861,KEN_2018_194,,,,,
KENYA,KEN_2018,1940,1,Mombasa,Urban,"Private, for profit",-4.04139,39.68288,KEN_2018_1940,,,,,
KENYA,KEN_2018,1941,1,Mombasa,Urban,"Private, for profit",-4.02945,39.61657,KEN_2018_1941,,,,,
KENYA,KEN_2018,1942,1,Mombasa,Urban,"Private, for profit",-4.03578,39.61979,KEN_2018_1942,,,,,
KENYA,KEN_2018,1943,1,Mombasa,Urban,"Private, for profit",-4.01986,39.61554,KEN_2018_1943,,,,,
KENYA,KEN_2018,1944,1,Mombasa,Urban,"Private, for profit",-4.02551,39.62412,KEN_2018_1944,,,,,
KENYA,KEN_2018,1945,1,Mombasa,Urban,"Private, for profit",-4.02563,39.6119,KEN_2018_1945,,,,,
KENYA,KEN_2018,1946,1,Mombasa,Urban,"Private, for profit",-3.99885,39.60112,KEN_2018_1946,,,,,
KENYA,KEN_2018,1947,1,Mombasa,Urban,"Private, for profit",-4.00349,39.6299,KEN_2018_1947,,,,,
KENYA,KEN_2018,1948,1,Mombasa,Urban,"Private, for profit",-4.00237,39.70408,KEN_2018_1948,,,,,
KENYA,KEN_2018,1949,1,Mombasa,Urban,"Private, for profit",-4.0014,39.68528,KEN_2018_1949,,,,,
KENYA,KEN_2018,195,39,Bungoma,Urban,"Private, for profit",0.61071,34.76843,KEN_2018_195,,,,,
KENYA,KEN_2018,1950,1,Mombasa,Urban,"Private, for profit",-4.01134,39.69414,KEN_2018_1950,,,,,
KENYA,KEN_2018,1951,1,Mombasa,Urban,"Private, for profit",-3.96042,39.74658,KEN_2018_1951,,,,,
KENYA,KEN_2018,1952,1,Mombasa,Urban,"Private, for profit",-4.07763,39.65355,KEN_2018_1952,,,,,
KENYA,KEN_2018,1953,1,Mombasa,Urban,"Private, for profit",-4.08571,39.65971,KEN_2018_1953,,,,,
KENYA,KEN_2018,1954,1,Mombasa,Urban,"Private, for profit",-4.08957,39.65087,KEN_2018_1954,,,,,
KENYA,KEN_2018,1955,1,Mombasa,Urban,"Private, for profit",-4.08686,39.65274,KEN_2018_1955,,,,,
KENYA,KEN_2018,1957,1,Mombasa,Urban,"Private, for profit",-4.05935,39.67606,KEN_2018_1957,,,,,
KENYA,KEN_2018,1958,1,Mombasa,Urban,"Private, for profit",-4.05001,39.65963,KEN_2018_1958,,,,,
KENYA,KEN_2018,1959,1,Mombasa,Urban,"Private, for profit",-4.04191,39.66158,KEN_2018_1959,,,,,
KENYA,KEN_2018,196,39,Bungoma,Urban,"Private, for profit",0.56926,34.55966,KEN_2018_196,,,,,
KENYA,KEN_2018,1960,1,Mombasa,Urban,"Private, for profit",-4.00336,39.69874,KEN_2018_1960,,,,,
KENYA,KEN_2018,1961,1,Mombasa,Urban,"Private, for profit",-4.02167,39.70233,KEN_2018_1961,,,,,
KENYA,KEN_2018,1962,1,Mombasa,Urban,"Private, for profit",-4.04275,39.68553,KEN_2018_1962,,,,,
KENYA,KEN_2018,1963,1,Mombasa,Urban,"Private, for profit",-4.02815,39.7168,KEN_2018_1963,,,,,
KENYA,KEN_2018,1964,1,Mombasa,Urban,Public,-4.06183,39.6764,KEN_2018_1964,,,,,
KENYA,KEN_2018,1965,1,Mombasa,Urban,Public,-4.03614,39.66879,KEN_2018_1965,,,,,
KENYA,KEN_2018,1966,1,Mombasa,Urban,"Faith based, non profit",-4.0043,39.62742,KEN_2018_1966,,,,,
KENYA,KEN_2018,1967,1,Mombasa,Urban,"Faith based, non profit",-4.04621,39.66369,KEN_2018_1967,,,,,
KENYA,KEN_2018,1968,1,Mombasa,Urban,"Private, for profit",-4.0178,39.68426,KEN_2018_1968,,,,,
KENYA,KEN_2018,1969,1,Mombasa,Urban,"Private, for profit",-4.065,39.66475,KEN_2018_1969,,,,,
KENYA,KEN_2018,197,39,Bungoma,Urban,Public,0.5673,34.56027,KEN_2018_197,,,,,
KENYA,KEN_2018,1970,1,Mombasa,Urban,"Private, for profit",-4.04476,39.66411,KEN_2018_1970,,,,,
KENYA,KEN_2018,1971,1,Mombasa,Urban,"Private, for profit",-4.02777,39.68381,KEN_2018_1971,,,,,
KENYA,KEN_2018,1972,1,Mombasa,Urban,"Private, for profit",-4.03867,39.68937,KEN_2018_1972,,,,,
KENYA,KEN_2018,1973,1,Mombasa,Urban,"NGO, non profit",-4.02729,39.61762,KEN_2018_1973,,,,,
KENYA,KEN_2018,1974,1,Mombasa,Urban,"Private, for profit",-4.01634,39.68705,KEN_2018_1974,,,,,
KENYA,KEN_2018,1975,1,Mombasa,Urban,"Private, for profit",-4.06493,39.68097,KEN_2018_1975,,,,,
KENYA,KEN_2018,1976,21,Murang’a,Rural,"Private, for profit",-0.78282,36.87365,KEN_2018_1976,,,,,
KENYA,KEN_2018,1977,21,Murang’a,Rural,"Faith based, non profit",-0.99958,37.33925,KEN_2018_1977,,,,,
KENYA,KEN_2018,1978,21,Murang’a,Rural,"Faith based, non profit",-0.82251,36.86915,KEN_2018_1978,,,,,
KENYA,KEN_2018,1979,21,Murang’a,Rural,"Faith based, non profit",-0.77532,36.88687,KEN_2018_1979,,,,,
KENYA,KEN_2018,198,39,Bungoma,Rural,Public,0.63198,34.45755,KEN_2018_198,,,,,
KENYA,KEN_2018,1980,21,Murang’a,Rural,"Faith based, non profit",-0.63169,37.06288,KEN_2018_1980,,,,,
KENYA,KEN_2018,1981,21,Murang’a,Rural,"Faith based, non profit",-0.71201,37.0439,KEN_2018_1981,,,,,
KENYA,KEN_2018,1982,21,Murang’a,Rural,"Faith based, non profit",-0.60981,37.00567,KEN_2018_1982,,,,,
KENYA,KEN_2018,1983,21,Murang’a,Rural,"Faith based, non profit",-0.89571,36.98554,KEN_2018_1983,,,,,
KENYA,KEN_2018,1984,21,Murang’a,Rural,"Faith based, non profit",-0.90807,37.19736,KEN_2018_1984,,,,,
KENYA,KEN_2018,1985,21,Murang’a,Rural,Public,-0.90891,36.94334,KEN_2018_1985,,,,,
KENYA,KEN_2018,1986,21,Murang’a,Rural,Public,-0.99403,37.33916,KEN_2018_1986,,,,,
KENYA,KEN_2018,1987,21,Murang’a,Rural,Public,-0.96403,37.09967,KEN_2018_1987,,,,,
KENYA,KEN_2018,1988,21,Murang’a,Rural,Public,-0.85957,36.82611,KEN_2018_1988,,,,,
KENYA,KEN_2018,1989,21,Murang’a,Rural,Public,-0.8559,36.88787,KEN_2018_1989,,,,,
KENYA,KEN_2018,199,39,Bungoma,Rural,Public,0.65419,34.58765,KEN_2018_199,,,,,
KENYA,KEN_2018,1990,21,Murang’a,Rural,Public,-0.95523,37.0143,KEN_2018_1990,,,,,
KENYA,KEN_2018,1991,21,Murang’a,Rural,Public,-0.96411,36.96789,KEN_2018_1991,,,,,
KENYA,KEN_2018,1992,21,Murang’a,Rural,Public,-0.88484,37.09009,KEN_2018_1992,,,,,
KENYA,KEN_2018,1993,21,Murang’a,Rural,Public,-0.87345,37.06005,KEN_2018_1993,,,,,
KENYA,KEN_2018,1994,21,Murang’a,Rural,Public,-0.87879,36.95774,KEN_2018_1994,,,,,
KENYA,KEN_2018,1995,21,Murang’a,Rural,Public,-0.91196,37.07815,KEN_2018_1995,,,,,
KENYA,KEN_2018,1996,21,Murang’a,Rural,Public,-0.93034,37.0609,KEN_2018_1996,,,,,
KENYA,KEN_2018,1997,21,Murang’a,Rural,Public,-0.81018,36.89756,KEN_2018_1997,,,,,
KENYA,KEN_2018,1998,21,Murang’a,Rural,Public,-0.81049,36.927,KEN_2018_1998,,,,,
KENYA,KEN_2018,1999,21,Murang’a,Rural,Public,-0.71187,36.95492,KEN_2018_1999,,,,,
KENYA,KEN_2018,2,30,Baringo,Urban,"Private, for profit",0.05542,35.73215,KEN_2018_2,,,,,
KENYA,KEN_2018,20,30,Baringo,Rural,Public,0.65241,35.7973,KEN_2018_20,,,,,
KENYA,KEN_2018,200,39,Bungoma,Rural,Public,0.82245,34.59052,KEN_2018_200,,,,,
KENYA,KEN_2018,2000,21,Murang’a,Rural,Public,-0.69808,37.06564,KEN_2018_2000,,,,,
KENYA,KEN_2018,2001,21,Murang’a,Rural,Public,-0.65267,36.89642,KEN_2018_2001,,,,,
KENYA,KEN_2018,2002,21,Murang’a,Rural,Public,-0.85035,37.07859,KEN_2018_2002,,,,,
KENYA,KEN_2018,2003,21,Murang’a,Rural,Public,-0.77083,36.83134,KEN_2018_2003,,,,,
KENYA,KEN_2018,2004,21,Murang’a,Rural,Public,-0.76184,36.90613,KEN_2018_2004,,,,,
KENYA,KEN_2018,2005,21,Murang’a,Rural,Public,-0.65181,37.15387,KEN_2018_2005,,,,,
KENYA,KEN_2018,2006,21,Murang’a,Rural,Public,-0.73359,37.12072,KEN_2018_2006,,,,,
KENYA,KEN_2018,2007,21,Murang’a,Rural,Public,-0.7639,36.9755,KEN_2018_2007,,,,,
KENYA,KEN_2018,2008,21,Murang’a,Rural,Public,-0.71134,36.88342,KEN_2018_2008,,,,,
KENYA,KEN_2018,2009,21,Murang’a,Rural,Public,-0.7312,36.92859,KEN_2018_2009,,,,,
KENYA,KEN_2018,201,39,Bungoma,Rural,Public,0.84316,34.99304,KEN_2018_201,,,,,
KENYA,KEN_2018,2010,21,Murang’a,Rural,Public,-0.7174,37.06689,KEN_2018_2010,,,,,
KENYA,KEN_2018,2011,21,Murang’a,Rural,Public,-0.82515,37.0852,KEN_2018_2011,,,,,
KENYA,KEN_2018,2012,21,Murang’a,Rural,Public,-0.79993,37.06159,KEN_2018_2012,,,,,
KENYA,KEN_2018,2013,21,Murang’a,Rural,Public,-0.86225,37.21492,KEN_2018_2013,,,,,
KENYA,KEN_2018,2014,21,Murang’a,Rural,Public,-0.99275,37.16068,KEN_2018_2014,,,,,
KENYA,KEN_2018,2015,21,Murang’a,Rural,Public,-0.78474,37.0463,KEN_2018_2015,,,,,
KENYA,KEN_2018,2016,21,Murang’a,Rural,Public,-0.59499,37.00674,KEN_2018_2016,,,,,
KENYA,KEN_2018,2017,21,Murang’a,Rural,Public,-0.59856,37.03167,KEN_2018_2017,,,,,
KENYA,KEN_2018,2018,21,Murang’a,Rural,Public,-0.6188,36.95013,KEN_2018_2018,,,,,
KENYA,KEN_2018,2019,21,Murang’a,Rural,Public,-0.62932,36.87921,KEN_2018_2019,,,,,
KENYA,KEN_2018,202,39,Bungoma,Urban,Public,0.61142,34.77021,KEN_2018_202,,,,,
KENYA,KEN_2018,2020,21,Murang’a,Rural,"Private, for profit",-0.68626,36.97083,KEN_2018_2020,,,,,
KENYA,KEN_2018,2021,21,Murang’a,Rural,"Private, for profit",-0.78336,36.87541,KEN_2018_2021,,,,,
KENYA,KEN_2018,2023,21,Murang’a,Urban,"Private, for profit",-0.7224,37.15908,KEN_2018_2023,,,,,
KENYA,KEN_2018,2024,21,Murang’a,Rural,"Private, for profit",-0.60394,36.99107,KEN_2018_2024,,,,,
KENYA,KEN_2018,2025,21,Murang’a,Urban,"Private, for profit",-0.72248,37.15483,KEN_2018_2025,,,,,
KENYA,KEN_2018,2026,21,Murang’a,Urban,"Private, for profit",-0.9354,37.12094,KEN_2018_2026,,,,,
KENYA,KEN_2018,2027,21,Murang’a,Rural,"Private, for profit",-0.65235,36.8992,KEN_2018_2027,,,,,
KENYA,KEN_2018,2028,21,Murang’a,Rural,"Private, for profit",-0.82063,37.04263,KEN_2018_2028,,,,,
KENYA,KEN_2018,2029,21,Murang’a,Rural,"Private, for profit",-0.6291,37.02127,KEN_2018_2029,,,,,
KENYA,KEN_2018,203,39,Bungoma,Urban,"Private, for profit",0.56435,34.56296,KEN_2018_203,,,,,
KENYA,KEN_2018,2030,21,Murang’a,Rural,"Private, for profit",-0.69,37.12276,KEN_2018_2030,,,,,
KENYA,KEN_2018,2031,21,Murang’a,Urban,"Private, for profit",-0.79399,37.1296,KEN_2018_2031,,,,,
KENYA,KEN_2018,2032,21,Murang’a,Rural,"Private, for profit",-0.90069,37.18655,KEN_2018_2032,,,,,
KENYA,KEN_2018,2033,21,Murang’a,Rural,"Private, for profit",-0.60022,36.95404,KEN_2018_2033,,,,,
KENYA,KEN_2018,2034,21,Murang’a,Rural,"Private, for profit",-0.92939,36.94293,KEN_2018_2034,,,,,
KENYA,KEN_2018,2035,21,Murang’a,Rural,"Private, for profit",-0.99583,37.34009,KEN_2018_2035,,,,,
KENYA,KEN_2018,2036,21,Murang’a,Rural,"Private, for profit",-0.69453,36.91918,KEN_2018_2036,,,,,
KENYA,KEN_2018,2037,21,Murang’a,Rural,"Private, for profit",-0.68509,36.96487,KEN_2018_2037,,,,,
KENYA,KEN_2018,2038,21,Murang’a,Rural,"Private, for profit",-0.64849,37.10152,KEN_2018_2038,,,,,
KENYA,KEN_2018,2039,21,Murang’a,Rural,"Private, for profit",-0.73316,36.92801,KEN_2018_2039,,,,,
KENYA,KEN_2018,204,39,Bungoma,Urban,"Private, for profit",0.54594,34.55799,KEN_2018_204,,,,,
KENYA,KEN_2018,2041,21,Murang’a,Rural,Public,-0.86259,36.86212,KEN_2018_2041,,,,,
KENYA,KEN_2018,2042,21,Murang’a,Rural,Public,-0.68617,37.01932,KEN_2018_2042,,,,,
KENYA,KEN_2018,2043,21,Murang’a,Rural,Public,,,KEN_2018_2043,,,,,
KENYA,KEN_2018,2044,21,Murang’a,Rural,Public,-0.83133,37.23472,KEN_2018_2044,,,,,
KENYA,KEN_2018,2045,21,Murang’a,Rural,Public,-0.64189,36.95865,KEN_2018_2045,,,,,
KENYA,KEN_2018,2046,21,Murang’a,Rural,"Faith based, non profit",-0.60243,36.95144,KEN_2018_2046,,,,,
KENYA,KEN_2018,2047,21,Murang’a,Rural,"Faith based, non profit",-0.88462,37.05192,KEN_2018_2047,,,,,
KENYA,KEN_2018,2048,21,Murang’a,Rural,Public,-0.90116,37.00331,KEN_2018_2048,,,,,
KENYA,KEN_2018,2049,21,Murang’a,Rural,Public,-0.74577,36.9739,KEN_2018_2049,,,,,
KENYA,KEN_2018,205,39,Bungoma,Urban,"Private, for profit",0.73598,34.57713,KEN_2018_205,,,,,
KENYA,KEN_2018,2050,21,Murang’a,Urban,Public,-0.7183,37.16092,KEN_2018_2050,,,,,
KENYA,KEN_2018,2051,47,Nairobi City,Urban,Public,-1.26007,36.88848,KEN_2018_2051,,,,,
KENYA,KEN_2018,2052,47,Nairobi City,Urban,"Private, for profit",-1.26517,36.92183,KEN_2018_2052,,,,,
KENYA,KEN_2018,2053,47,Nairobi City,Urban,"Private, for profit",-1.18316,36.89979,KEN_2018_2053,,,,,
KENYA,KEN_2018,2054,47,Nairobi City,Urban,"Private, for profit",-1.28828,36.89153,KEN_2018_2054,,,,,
KENYA,KEN_2018,2055,47,Nairobi City,Urban,"Private, for profit",-1.24878,36.95133,KEN_2018_2055,,,,,
KENYA,KEN_2018,2056,47,Nairobi City,Urban,"Private, for profit",-1.26448,36.8243,KEN_2018_2056,,,,,
KENYA,KEN_2018,2057,47,Nairobi City,Urban,Public,-1.29423,36.73462,KEN_2018_2057,,,,,
KENYA,KEN_2018,2058,47,Nairobi City,Urban,"Faith based, non profit",-1.30714,36.78784,KEN_2018_2058,,,,,
KENYA,KEN_2018,2059,47,Nairobi City,Urban,"Faith based, non profit",-1.30311,36.74154,KEN_2018_2059,,,,,
KENYA,KEN_2018,206,39,Bungoma,Rural,"Private, for profit",0.78803,35.03351,KEN_2018_206,,,,,
KENYA,KEN_2018,2060,47,Nairobi City,Urban,"Faith based, non profit",-1.31312,36.88123,KEN_2018_2060,,,,,
KENYA,KEN_2018,2061,47,Nairobi City,Urban,"Faith based, non profit",-1.24767,37.00095,KEN_2018_2061,,,,,
KENYA,KEN_2018,2062,47,Nairobi City,Urban,"Faith based, non profit",-1.31533,36.81438,KEN_2018_2062,,,,,
KENYA,KEN_2018,2063,47,Nairobi City,Urban,Public,-1.28643,36.74115,KEN_2018_2063,,,,,
KENYA,KEN_2018,2064,47,Nairobi City,Urban,Public,-1.2543,36.88071,KEN_2018_2064,,,,,
KENYA,KEN_2018,2065,47,Nairobi City,Urban,Public,-1.23405,36.88273,KEN_2018_2065,,,,,
KENYA,KEN_2018,2066,47,Nairobi City,Urban,Public,-1.30765,36.77198,KEN_2018_2066,,,,,
KENYA,KEN_2018,2067,47,Nairobi City,Urban,Public,-1.32137,36.77631,KEN_2018_2067,,,,,
KENYA,KEN_2018,2068,47,Nairobi City,Urban,Public,-1.29159,36.87133,KEN_2018_2068,,,,,
KENYA,KEN_2018,2069,47,Nairobi City,Urban,Public,-1.26073,36.85085,KEN_2018_2069,,,,,
KENYA,KEN_2018,207,39,Bungoma,Rural,Public,0.54885,34.46008,KEN_2018_207,,,,,
KENYA,KEN_2018,2070,47,Nairobi City,Urban,Public,-1.29206,36.82372,KEN_2018_2070,,,,,
KENYA,KEN_2018,2071,47,Nairobi City,Urban,Public,-1.31672,36.84256,KEN_2018_2071,,,,,
KENYA,KEN_2018,2072,47,Nairobi City,Urban,Public,-1.24015,36.7458,KEN_2018_2072,,,,,
KENYA,KEN_2018,2073,47,Nairobi City,Urban,"NGO, non profit",-1.29168,36.73502,KEN_2018_2073,,,,,
KENYA,KEN_2018,2074,47,Nairobi City,Urban,"NGO, non profit",-1.27693,36.85293,KEN_2018_2074,,,,,
KENYA,KEN_2018,2075,47,Nairobi City,Urban,"NGO, non profit",-1.30773,36.78104,KEN_2018_2075,,,,,
KENYA,KEN_2018,2076,47,Nairobi City,Urban,"NGO, non profit",-1.31436,36.69943,KEN_2018_2076,,,,,
KENYA,KEN_2018,2077,47,Nairobi City,Urban,"NGO, non profit",-1.28442,36.86467,KEN_2018_2077,,,,,
KENYA,KEN_2018,2078,47,Nairobi City,Urban,"NGO, non profit",-1.28528,36.8217,KEN_2018_2078,,,,,
KENYA,KEN_2018,2079,47,Nairobi City,Urban,"NGO, non profit",-1.27221,36.74639,KEN_2018_2079,,,,,
KENYA,KEN_2018,208,39,Bungoma,Rural,Public,0.75629,34.891,KEN_2018_208,,,,,
KENYA,KEN_2018,2080,47,Nairobi City,Urban,"Faith based, non profit",-1.26702,36.88426,KEN_2018_2080,,,,,
KENYA,KEN_2018,2081,47,Nairobi City,Urban,"Faith based, non profit",-1.29222,36.85749,KEN_2018_2081,,,,,
KENYA,KEN_2018,2082,47,Nairobi City,Urban,"Private, for profit",-1.31806,36.89641,KEN_2018_2082,,,,,
KENYA,KEN_2018,2083,47,Nairobi City,Urban,"Private, for profit",-1.315,36.79658,KEN_2018_2083,,,,,
KENYA,KEN_2018,2084,47,Nairobi City,Urban,"Private, for profit",-1.27377,36.74241,KEN_2018_2084,,,,,
KENYA,KEN_2018,2085,47,Nairobi City,Urban,"Private, for profit",-1.28124,36.69455,KEN_2018_2085,,,,,
KENYA,KEN_2018,2086,47,Nairobi City,Urban,"Private, for profit",-1.24894,36.94328,KEN_2018_2086,,,,,
KENYA,KEN_2018,2087,47,Nairobi City,Urban,"Private, for profit",-1.27057,36.90896,KEN_2018_2087,,,,,
KENYA,KEN_2018,2088,47,Nairobi City,Urban,"Private, for profit",-1.29126,36.90209,KEN_2018_2088,,,,,
KENYA,KEN_2018,2089,47,Nairobi City,Urban,"Private, for profit",-1.24259,36.90928,KEN_2018_2089,,,,,
KENYA,KEN_2018,209,39,Bungoma,Rural,Public,0.75509,34.50802,KEN_2018_209,,,,,
KENYA,KEN_2018,2090,47,Nairobi City,Urban,"Private, for profit",-1.2744,36.87088,KEN_2018_2090,,,,,
KENYA,KEN_2018,2091,47,Nairobi City,Urban,"Private, for profit",-1.25616,36.91576,KEN_2018_2091,,,,,
KENYA,KEN_2018,2092,47,Nairobi City,Urban,"Private, for profit",-1.28866,36.73878,KEN_2018_2092,,,,,
KENYA,KEN_2018,2093,47,Nairobi City,Urban,"Private, for profit",-1.29154,36.85534,KEN_2018_2093,,,,,
KENYA,KEN_2018,2094,47,Nairobi City,Urban,"Private, for profit",-1.2002,36.90184,KEN_2018_2094,,,,,
KENYA,KEN_2018,2095,47,Nairobi City,Urban,"Private, for profit",-1.18411,36.90332,KEN_2018_2095,,,,,
KENYA,KEN_2018,2096,47,Nairobi City,Urban,"Private, for profit",-1.20082,36.9075,KEN_2018_2096,,,,,
KENYA,KEN_2018,2097,47,Nairobi City,Urban,"Private, for profit",-1.21825,36.90117,KEN_2018_2097,,,,,
KENYA,KEN_2018,2098,47,Nairobi City,Urban,"Private, for profit",-1.28406,36.81951,KEN_2018_2098,,,,,
KENYA,KEN_2018,2099,47,Nairobi City,Urban,"Private, for profit",-1.28709,36.82046,KEN_2018_2099,,,,,
KENYA,KEN_2018,21,30,Baringo,Rural,Public,0.64362,35.76571,KEN_2018_21,,,,,
KENYA,KEN_2018,210,39,Bungoma,Urban,"Private, for profit",0.56555,34.56543,KEN_2018_210,,,,,
KENYA,KEN_2018,2100,47,Nairobi City,Urban,"Private, for profit",-1.26675,36.75028,KEN_2018_2100,,,,,
KENYA,KEN_2018,2101,47,Nairobi City,Urban,"Private, for profit",-1.26387,36.80209,KEN_2018_2101,,,,,
KENYA,KEN_2018,2102,47,Nairobi City,Urban,"Private, for profit",-1.28383,36.74231,KEN_2018_2102,,,,,
KENYA,KEN_2018,2103,47,Nairobi City,Urban,"Private, for profit",-1.27671,36.91646,KEN_2018_2103,,,,,
KENYA,KEN_2018,2104,47,Nairobi City,Urban,"Private, for profit",-1.3073,36.78255,KEN_2018_2104,,,,,
KENYA,KEN_2018,2105,47,Nairobi City,Urban,"Private, for profit",-1.20687,36.929,KEN_2018_2105,,,,,
KENYA,KEN_2018,2106,47,Nairobi City,Urban,"Private, for profit",-1.32226,36.82581,KEN_2018_2106,,,,,
KENYA,KEN_2018,2107,47,Nairobi City,Urban,"Private, for profit",-1.29783,36.75107,KEN_2018_2107,,,,,
KENYA,KEN_2018,2108,47,Nairobi City,Urban,"Private, for profit",-1.29753,36.89404,KEN_2018_2108,,,,,
KENYA,KEN_2018,2109,47,Nairobi City,Urban,"Private, for profit",-1.28684,36.84961,KEN_2018_2109,,,,,
KENYA,KEN_2018,211,39,Bungoma,Rural,Public,0.84203,34.71427,KEN_2018_211,,,,,
KENYA,KEN_2018,2110,47,Nairobi City,Urban,"Private, for profit",-1.22971,36.92053,KEN_2018_2110,,,,,
KENYA,KEN_2018,2111,47,Nairobi City,Urban,"Private, for profit",-1.32239,,KEN_2018_2111,,,,,
KENYA,KEN_2018,2112,47,Nairobi City,Urban,"Private, for profit",-1.30764,36.82406,KEN_2018_2112,,,,,
KENYA,KEN_2018,2113,47,Nairobi City,Urban,"Private, for profit",-1.29371,36.86618,KEN_2018_2113,,,,,
KENYA,KEN_2018,2114,47,Nairobi City,Urban,"Private, for profit",-1.20301,36.91401,KEN_2018_2114,,,,,
KENYA,KEN_2018,2115,47,Nairobi City,Urban,"Private, for profit",-1.2501,36.88865,KEN_2018_2115,,,,,
KENYA,KEN_2018,2116,47,Nairobi City,Urban,"Private, for profit",-1.26771,36.75752,KEN_2018_2116,,,,,
KENYA,KEN_2018,2117,47,Nairobi City,Urban,"Private, for profit",-1.26749,36.75244,KEN_2018_2117,,,,,
KENYA,KEN_2018,2118,47,Nairobi City,Urban,"Private, for profit",-1.22729,36.89557,KEN_2018_2118,,,,,
KENYA,KEN_2018,2119,47,Nairobi City,Urban,Public,-1.25196,36.75728,KEN_2018_2119,,,,,
KENYA,KEN_2018,212,40,Busia,Rural,Public,0.29961,34.19193,KEN_2018_212,,,,,
KENYA,KEN_2018,2120,47,Nairobi City,Urban,Public,-1.30339,36.83717,KEN_2018_2120,,,,,
KENYA,KEN_2018,2121,47,Nairobi City,Urban,"Faith based, non profit",-1.26542,36.85566,KEN_2018_2121,,,,,
KENYA,KEN_2018,2122,47,Nairobi City,Urban,"NGO, non profit",-1.25613,36.88251,KEN_2018_2122,,,,,
KENYA,KEN_2018,2124,47,Nairobi City,Urban,"Faith based, non profit",-1.26944,36.9143,KEN_2018_2124,,,,,
KENYA,KEN_2018,2125,47,Nairobi City,Urban,"Faith based, non profit",-1.32409,36.88911,KEN_2018_2125,,,,,
KENYA,KEN_2018,2126,47,Nairobi City,Urban,Public,-1.29672,36.87315,KEN_2018_2126,,,,,
KENYA,KEN_2018,2127,47,Nairobi City,Urban,"Private, for profit",-1.28873,36.89653,KEN_2018_2127,,,,,
KENYA,KEN_2018,2128,47,Nairobi City,Urban,Public,-1.28044,36.71602,KEN_2018_2128,,,,,
KENYA,KEN_2018,2129,47,Nairobi City,Urban,Public,-1.32545,36.88755,KEN_2018_2129,,,,,
KENYA,KEN_2018,213,40,Busia,Rural,Public,0.47678,34.34658,KEN_2018_213,,,,,
KENYA,KEN_2018,2130,47,Nairobi City,Urban,Public,-1.19015,36.91362,KEN_2018_2130,,,,,
KENYA,KEN_2018,2131,47,Nairobi City,Urban,Public,-1.25621,36.84298,KEN_2018_2131,,,,,
KENYA,KEN_2018,2132,47,Nairobi City,Urban,"NGO, non profit",-1.2697,36.84825,KEN_2018_2132,,,,,
KENYA,KEN_2018,2133,47,Nairobi City,Urban,"Faith based, non profit",-1.31572,36.77516,KEN_2018_2133,,,,,
